UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-FROM VEHICLE,192380908,8/26/2019,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403
LARCENY-FROM VEHICLE,192380529,8/26/2019,1394 HEIGHTS PARK DR SE,607,Custer/McDonough/Guice,W,33.71584,-84.35085
LARCENY-FROM VEHICLE,192380920,8/26/2019,20 SANDERSON ST NE,609,Edgewood,O,33.75402,-84.34612
LARCENY-FROM VEHICLE,192380352,8/26/2019,728 BERNICE ST SW,402,West End,T,33.73545,-84.43285
LARCENY-FROM VEHICLE,192380357,8/26/2019,1197 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81757,-84.34935
LARCENY-FROM VEHICLE,192381895,8/26/2019,3800 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65635,-84.51327
LARCENY-FROM VEHICLE,192381922,8/26/2019,3255 PEACHTREE RD NE @CALL BOX 8,208,Peachtree Park,B,33.84391,-84.37083
LARCENY-FROM VEHICLE,192381053,8/26/2019,349 14TH ST NW,501,Home Park,E,33.78619,-84.39874
LARCENY-FROM VEHICLE,192381083,8/26/2019,650 PONCE DE LEON AVE NE,614,Midtown,E,33.77469,-84.36561
LARCENY-FROM VEHICLE,192381202,8/26/2019,154 KROG ST NE @BELTLINE BUSINESS,602,Inman Park,N,33.75885,-84.364
LARCENY-FROM VEHICLE,192381193,8/26/2019,1820 MARIETTA BLVD NW,103,Hills Park,D,33.80431,-84.43779
LARCENY-FROM VEHICLE,192382135,8/26/2019,931 MONROE DR NE @BELTLINE BUSINESS,614,Midtown,E,33.77909,-84.36717
LARCENY-FROM VEHICLE,192381860,8/26/2019,1720 MARIETTA BLVD NW,103,Hills Park,D,33.80169,-84.43644
LARCENY-FROM VEHICLE,192380834,8/26/2019,938 HALL ST SW,402,Oakland City,S,33.72951,-84.42543
LARCENY-FROM VEHICLE,192380638,8/26/2019,954 BURNS DR SW,306,Sylvan Hills,X,33.71176,-84.41947
LARCENY-FROM VEHICLE,192380906,8/26/2019,565 TERRY ST SE,304,Summerhill,V,33.73922,-84.38505
LARCENY-FROM VEHICLE,192380105,8/26/2019,294 PONCE DE LEON AVE NE,505,Midtown,E,33.77263,-84.37739
LARCENY-FROM VEHICLE,192381616,8/26/2019,1025 HOWELL MILL RD NW,501,Home Park,E,33.78285,-84.41126
LARCENY-FROM VEHICLE,192382158,8/26/2019,437 MORELAND AVE NE,608,Candler Park,N,33.76632,-84.34892
LARCENY-FROM VEHICLE,192381855,8/26/2019,70 WHITEHOUSE DR SW,104,Ashview Heights,T,33.75286,-84.41957
LARCENY-FROM VEHICLE,192381606,8/26/2019,874 DECKNER AVE SW,306,Sylvan Hills,X,33.71411,-84.41679
LARCENY-NON VEHICLE,192382154,8/26/2019,1576 JOSEPH E BOONE BLVD NW,105,West Lake,J,33.76331,-84.43914
LARCENY-NON VEHICLE,192382193,8/26/2019,507 JOSEPH E LOWERY BLVD SW,401,West End,T,33.74097,-84.41809
LARCENY-NON VEHICLE,192380772,8/26/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,192380916,8/26/2019,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,192380156,8/26/2019,3657 MARTIN L KING JR DR NW,111,Adamsville,H,33.76208,-84.5076
LARCENY-NON VEHICLE,192381763,8/26/2019,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902
LARCENY-NON VEHICLE,192381786,8/26/2019,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,501,Atlantic Station,E,33.79282,-84.39779
LARCENY-NON VEHICLE,192381413,8/26/2019,3393 PEACHTREE RD,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,192381747,8/26/2019,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467
LARCENY-NON VEHICLE,192381263,8/26/2019,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258
LARCENY-NON VEHICLE,192380574,8/26/2019,130 PEACHTREE ST SW,512,Downtown,M,33.75114,-84.39274
BURGLARY-RESIDENCE,192380627,8/26/2019,2637 REX AVE SW,413,Rue Royal,P,33.68395,-84.5053
LARCENY-NON VEHICLE,192381280,8/26/2019,25 PARK PL,510,Downtown,M,33.75424,-84.389
BURGLARY-NONRES,192380142,8/26/2019,2053 MARTIN L KING JR DR NW,108,,I,33.75002,-84.45409
AGG ASSAULT,192380577,8/26/2019,343 ARCHER WAY NW,106,Bankhead,K,33.76418,-84.42359
BURGLARY-RESIDENCE,192380661,8/26/2019,1092 DONNELLY AVE SW,402,Oakland City,S,33.73081,-84.42363
BURGLARY-RESIDENCE,192380734,8/26/2019,7 CHARLESTON AVE SE,307,Lakewood Heights,Y,33.70782,-84.37896
BURGLARY-RESIDENCE,192380891,8/26/2019,1003 CAMILLA ST SW,104,Ashview Heights,T,33.75051,-84.42068
BURGLARY-RESIDENCE,192380624,8/26/2019,3575 FAIRBURN PL NW,114,Fairburn Heights,H,33.77214,-84.50448
AGG ASSAULT,192380522,8/26/2019,2453 CORONET WAY NW,201,Downtown,M,33.75657,-84.38034
AGG ASSAULT,192382009,8/26/2019,1690 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70819,-84.37972
AGG ASSAULT,192371925,8/25/2019,1575 NORTHSIDE DR NW,207,Loring Heights,E,33.80024,-84.40339
AGG ASSAULT,192371822,8/25/2019,CAMPBELLTON RD SW / DELOWE DR SW,410,Adams Park,R,33.70646,-84.45738
AGG ASSAULT,192370363,8/25/2019,1585 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.71113,-84.35017
AGG ASSAULT,192370775,8/25/2019,640 BOULEVARD NE,603,Old Fourth Ward,M,33.77205,-84.37186
BURGLARY-RESIDENCE,192370934,8/25/2019,95 HILLSDALE DR SE,310,Browns Mill Park,Z,33.68779,-84.38738
BURGLARY-RESIDENCE,192371505,8/25/2019,25 TERMINUS PL NE,208,North Buckhead,B,33.84596,-84.37157
ROBBERY-PEDESTRIAN,192371948,8/25/2019,94 PRYOR ST SW,511,Downtown,M,33.75199,-84.39024
ROBBERY-PEDESTRIAN,192371438,8/25/2019,355 PEACHTREE ST NE,509,Downtown,M,33.76374,-84.38622
BURGLARY-NONRES,192370653,8/25/2019,2053 MARTIN L KING JR DR NW,108,,I,33.75002,-84.45409
LARCENY-NON VEHICLE,192371529,8/25/2019,1205 CAROLINE ST NE,609,Edgewood,O,33.75598,-84.34888
BURGLARY-NONRES,192371440,8/25/2019,238 S COLONIAL HOMES CIR NW,205,Collier Hills North,C,33.81282,-84.39716
BURGLARY-RESIDENCE,192371000,8/25/2019,105 HILLSIDE AVE SE,307,Lakewood Heights,Y,33.70386,-84.38487
LARCENY-NON VEHICLE,192371082,8/25/2019,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258
LARCENY-NON VEHICLE,192371293,8/25/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,192371719,8/25/2019,255 PEACHTREE ST NE,509,Downtown,M,33.76143,-84.38744
LARCENY-NON VEHICLE,192371241,8/25/2019,2324 CASCADE RD SW,409,Adams Park,R,33.72186,-84.46462
LARCENY-NON VEHICLE,192371091,8/25/2019,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002
LARCENY-NON VEHICLE,192371096,8/25/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,192371454,8/25/2019,800 GLENWOOD AVE SE,605,Grant Park,W,33.74234,-84.36002
LARCENY-NON VEHICLE,192371023,8/25/2019,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258
LARCENY-FROM VEHICLE,192371577,8/25/2019,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328
LARCENY-FROM VEHICLE,192371439,8/25/2019,936 GREENWOOD AVE NE,601,Virginia Highland,F,33.77698,-84.35672
LARCENY-FROM VEHICLE,192371477,8/25/2019,1130 REGENT ST SW,306,Sylvan Hills,X,33.70052,-84.42555
LARCENY-FROM VEHICLE,192370421,8/25/2019,2008 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70717,-84.4553
LARCENY-FROM VEHICLE,192371376,8/25/2019,I-20 EB EXPY SW / WINDSOR ST SW,303,Mechanicsville,V,33.74495,-84.3981
LARCENY-FROM VEHICLE,192371360,8/25/2019,776 KINGS GRANT DR NW,112,Collier Heights,I,33.77575,-84.48393
LARCENY-NON VEHICLE,192371489,8/25/2019,222 COLONIAL HOMES DR,205,Colonial Homes,C,33.81382,-84.39551
LARCENY-FROM VEHICLE,192370453,8/25/2019,241 PINE ST NE,603,Old Fourth Ward,M,33.76741,-84.37989
LARCENY-FROM VEHICLE,192371292,8/25/2019,930 HOWELL MILL RD NW,501,Home Park,E,33.77987,-84.41063
LARCENY-FROM VEHICLE,192370506,8/25/2019,477 MANFORD RD SW,301,Capitol View Manor,X,33.71891,-84.40331
LARCENY-FROM VEHICLE,192370634,8/25/2019,707 ANGIER AVE NE,603,Old Fourth Ward,M,33.76699,-84.36392
LARCENY-FROM VEHICLE,192370277,8/25/2019,492 LARKIN ST SW,507,Castleberry Hill,M,33.7476,-84.4037
LARCENY-FROM VEHICLE,192370736,8/25/2019,1395 FAIRBANKS ST SW,301,Capitol View,X,33.71676,-84.41531
LARCENY-FROM VEHICLE,192371104,8/25/2019,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77206,-84.37869
LARCENY-FROM VEHICLE,192370963,8/25/2019,634 MCGRUDER ST NE,604,Old Fourth Ward,M,33.75873,-84.3665
LARCENY-FROM VEHICLE,192371078,8/25/2019,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467
LARCENY-FROM VEHICLE,192371083,8/25/2019,2608 BOLTON RD NW,201,,C,33.82041,-84.44971
LARCENY-FROM VEHICLE,192370927,8/25/2019,1126 INDALE PL SW,403,Oakland City,S,33.72433,-84.42839
LARCENY-FROM VEHICLE,192371022,8/25/2019,1080 W PEACHTREE ST NW,503,Midtown,E,33.78483,-84.38793
LARCENY-FROM VEHICLE,192371218,8/25/2019,590 CASCADE AVE SW @KROGER - CASCADE,402,West End,T,33.73812,-84.43276
LARCENY-FROM VEHICLE,192370798,8/25/2019,490 ROCK SPRINGS RD NE,613,Piedmont Heights,F,33.80594,-84.3718
LARCENY-FROM VEHICLE,192371128,8/25/2019,1051 PONCE DE LEON AVE NE @DOBYS,602,Poncey-Highland,N,33.77315,-84.35304
LARCENY-NON VEHICLE,192370405,8/25/2019,1888 HOLLYWOOD RD NW,103,Riverside,D,33.80734,-84.47293
LARCENY-NON VEHICLE,192370973,8/25/2019,1050 LENOX PARK BLVD NE,210,Pine Hills,B,33.85016,-84.34846
LARCENY-NON VEHICLE,192371406,8/25/2019,3405 LENOX RD NE,210,Lenox,B,33.84781,-84.35997
LARCENY-NON VEHICLE,192371167,8/25/2019,315 DESHLER ST,408,Fort McPherson,S,33.70054,-84.43165
LARCENY-NON VEHICLE,192378072,8/25/2019,6000 SOUTH TERMINAL PARKWAY ,704,,,33.63751,-84.44824
LARCENY-NON VEHICLE,192371946,8/25/2019,872 HOBSON ST SW,302,Pittsburgh,V,33.7313,-84.40582
LARCENY-NON VEHICLE,192371479,8/25/2019,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,192371665,8/25/2019,652 ELINOR PL NW,110,Grove Park,J,33.77269,-84.43661
LARCENY-NON VEHICLE,192371102,8/25/2019,200 PEACHTREE ST NW,508,Downtown,M,33.75889,-84.38806
LARCENY-NON VEHICLE,192370622,8/25/2019,1172 FIELD RD NW,113,Brookview Heights,G,33.78768,-84.48428
AUTO THEFT,192370884,8/25/2019,960 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69307,-84.35805
AUTO THEFT,192370849,8/25/2019,750 PARK AVE NE,208,North Buckhead,B,33.85532,-84.36134
AUTO THEFT,192371520,8/25/2019,477 LUCKIE ST NW ,504,Downtown,M,33.76665,-84.39611
AUTO THEFT,192371559,8/25/2019,2996 GRANDVIEW AVE NE,206,Garden Hills,B,33.83651,-84.37673
AUTO THEFT,192371939,8/25/2019,2565 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77544,-84.47042
AUTO THEFT,192371915,8/25/2019,252 PETERS ST SW,507,Castleberry Hill,M,33.7474,-84.40161
AUTO THEFT,192370730,8/25/2019,825 BEECHER ST SW,401,West End,T,33.73368,-84.41484
AUTO THEFT,192370614,8/25/2019,411 MCAFEE ST NW,504,Downtown,M,33.76562,-84.39446
AUTO THEFT,192370791,8/25/2019,1116 PIEDMONT AVE NE,502,Midtown,E,33.78522,-84.37888
AUTO THEFT,192360609,8/24/2019,226 COURTLAND ST NE,509,Downtown,M,33.76051,-84.38429
AUTO THEFT,192360596,8/24/2019,210 ELIZABETH ST NE,602,Inman Park,N,33.75994,-84.35826
AUTO THEFT,192360517,8/24/2019,55 WILLIAMS ST NW ,508,Downtown,M,33.75754,-84.38859
AUTO THEFT,192360057,8/24/2019,3601 MARTIN L KING JR DR NW,111,Adamsville,H,33.76011,-84.50557
LARCENY-NON VEHICLE,192368043,8/24/2019,6000 N TERMINAL PKWY,705,,,33.64184,-84.4477
LARCENY-NON VEHICLE,192361445,8/24/2019,794 DIXIE AVE NE,602,Inman Park,N,33.75677,-84.3617
LARCENY-NON VEHICLE,192361897,8/24/2019,1570 MONROE DR NE,613,Piedmont Heights,F,33.79708,-84.36943
LARCENY-NON VEHICLE,192360954,8/24/2019,257 BARFIELD AVENUE SW,405,Florida Heights,I,33.74877,-84.462
LARCENY-NON VEHICLE,192360993,8/24/2019,210 PEACHTREE ST NW @WESTIN HOTEL,508,Downtown,M,33.75943,-84.38837
LARCENY-NON VEHICLE,192361155,8/24/2019,381 MORELAND AVE SE,606,Ormewood Park,W,33.74357,-84.34957
LARCENY-NON VEHICLE,192360528,8/24/2019,294 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74632,-84.40611
LARCENY-FROM VEHICLE,192362140,8/24/2019,230 10TH ST NE,502,Midtown,E,33.78187,-84.37981
LARCENY-FROM VEHICLE,192362012,8/24/2019,2429 BOLTON RD NW,103,Bolton,D,33.82065,-84.45537
LARCENY-FROM VEHICLE,192362028,8/24/2019,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554
LARCENY-FROM VEHICLE,192362337,8/24/2019,285 MARIETTA ST NW,508,Downtown,M,33.76097,-84.3951
LARCENY-FROM VEHICLE,192361915,8/24/2019,2260 MARIETTA BLVD NW,103,Bolton,D,33.81701,-84.44861
LARCENY-FROM VEHICLE,192360540,8/24/2019,149 26TH ST NW,207,Brookwood,E,33.80252,-84.39774
LARCENY-FROM VEHICLE,192361139,8/24/2019,415 ARMOUR DR NE,212,,F,33.81267,-84.37412
LARCENY-FROM VEHICLE,192361661,8/24/2019,87 HARWELL RD NW,111,,I,33.7545,-84.49282
LARCENY-FROM VEHICLE,192362257,8/24/2019,1422 W PEACHTREE ST NW,502,Midtown,E,33.79332,-84.38776
LARCENY-FROM VEHICLE,192362407,8/24/2019,2129 DELANO DR NE,610,Kirkwood,O,33.75504,-84.3181
LARCENY-FROM VEHICLE,192362349,8/24/2019,1783 CHESHIRE BRIDGE RD NE,613,Morningside/Lenox Park,F,33.80814,-84.36397
LARCENY-FROM VEHICLE,192360716,8/24/2019,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82236,-84.35173
LARCENY-FROM VEHICLE,192360031,8/24/2019,55 BRADLEY ST SE,604,Old Fourth Ward,M,33.75216,-84.36887
LARCENY-FROM VEHICLE,192360263,8/24/2019,2410 METROPOLITAN PKWY SW,309,Perkerson,X,33.68887,-84.40765
LARCENY-FROM VEHICLE,192361819,8/24/2019,1738 MACARTHUR BLVD NW,103,Bolton,D,33.81326,-84.4448
LARCENY-FROM VEHICLE,192361861,8/24/2019,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48372
LARCENY-FROM VEHICLE,192361743,8/24/2019,1968 PEACHTREE RD NW ,207,,E,33.81,-84.39583
LARCENY-FROM VEHICLE,192361206,8/24/2019,155 W PACES FERRY RD NW,206,South Tuxedo Park,B,33.84588,-84.38843
LARCENY-FROM VEHICLE,192361274,8/24/2019,3368 PEACHTREE RD NE,208,North Buckhead,B,33.84713,-84.36802
LARCENY-FROM VEHICLE,192361328,8/24/2019,2405 FAIRBURN RD SW @BEN HILL PARK,413,,P,33.6889,-84.51291
LARCENY-FROM VEHICLE,192361364,8/24/2019,930 JUNIPER ST NE,503,Midtown,E,33.78,-84.38272
LARCENY-FROM VEHICLE,192361651,8/24/2019,563 MEMORIAL DR SE,605,Grant Park,W,33.7464,-84.36911
LARCENY-FROM VEHICLE,192360162,8/24/2019,596 HANSELL ST SE,605,Grant Park,W,33.73989,-84.3684
LARCENY-FROM VEHICLE,192360200,8/24/2019,3620 MARTIN L KING JR DR SW,407,Adamsville,H,33.76038,-84.50699
LARCENY-FROM VEHICLE,192360769,8/24/2019,779 CRESTWELL CIR SW,407,Mays,H,33.74446,-84.50445
LARCENY-FROM VEHICLE,192360053,8/24/2019,111 WILLIAM H BORDERS DR SE,604,Sweet Auburn,M,33.75132,-84.37502
LARCENY-FROM VEHICLE,192360123,8/24/2019,1391 COLLIER RD NW,204,Underwood Hills,D,33.81164,-84.43547
LARCENY-FROM VEHICLE,192360225,8/24/2019,140 12TH ST NE,503,Midtown,E,33.78438,-84.38296
LARCENY-FROM VEHICLE,192360800,8/24/2019,1108 CHATTAHOOCHEE AVE NW,103,Underwood Hills,D,33.80105,-84.42371
LARCENY-FROM VEHICLE,192360318,8/24/2019,3218 W SHADOWLAWN AVE NE,208,Buckhead Village,B,33.83933,-84.37382
LARCENY-NON VEHICLE,192361517,8/24/2019,2020 BOLTON RD NW,103,Riverside,D,33.81125,-84.47594
LARCENY-NON VEHICLE,192361625,8/24/2019,507 JOSEPH E LOWERY BLVD SW,401,West End,T,33.74097,-84.41809
LARCENY-NON VEHICLE,192361749,8/24/2019,3535 PEACHTREE RD NE,210,Lenox,B,33.85182,-84.3595
LARCENY-NON VEHICLE,192361820,8/24/2019,720 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77276,-84.41089
LARCENY-NON VEHICLE,192362165,8/24/2019,226 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73675,-84.39489
LARCENY-NON VEHICLE,192360372,8/24/2019,100 LAKEWOOD WAY SW,307,Lakewood Heights,Y,33.69921,-84.39286
LARCENY-NON VEHICLE,192361238,8/24/2019,650 PONCE DE LEON AVE NE @TJ MAXX,614,Midtown,E,33.77469,-84.36561
LARCENY-NON VEHICLE,192361502,8/24/2019,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921
LARCENY-NON VEHICLE,192361244,8/24/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,192360509,8/24/2019,486 PONCE DE LEON AVE NE,614,Midtown,E,33.77379,-84.37122
LARCENY-NON VEHICLE,192360316,8/24/2019,400 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75464,-84.37465
LARCENY-NON VEHICLE,192361205,8/24/2019,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85252,-84.36116
LARCENY-NON VEHICLE,192361926,8/24/2019,2614 OLD HAPEVILLE RD SW,310,Browns Mill Park,Z,33.68331,-84.3938
LARCENY-NON VEHICLE,192360962,8/24/2019,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
BURGLARY-RESIDENCE,192361790,8/24/2019,1225 DEFOOR CT NW,204,Underwood Hills,D,33.80921,-84.42637
BURGLARY-RESIDENCE,192362209,8/24/2019,2002 ALEXANDER CIR NE,209,North Buckhead,B,33.85441,-84.36661
BURGLARY-RESIDENCE,192361372,8/24/2019,220 TROY ST NW,105,Hunter Hills,K,33.76109,-84.42641
LARCENY-NON VEHICLE,192361778,8/24/2019,377 MORELAND AVE NE,608,Candler Park,N,33.76051,-84.34818
BURGLARY-NONRES,192360942,8/24/2019,660 IRWIN ST NE,604,Old Fourth Ward,M,33.75787,-84.36522
AGG ASSAULT,192352411,8/24/2019,1335 BOULEVARD SE,304,Chosewood Park,Y,33.71786,-84.3688
AGG ASSAULT,192361102,8/24/2019,187 MOURY AVE SW,305,The Villages at Carver,Y,33.71484,-84.38975
ROBBERY-PEDESTRIAN,192361058,8/24/2019,195 FAIRBURN RD NW,111,Adamsville,H,33.76136,-84.50424
ROBBERY-PEDESTRIAN,192360469,8/24/2019,526 CENTENNIAL OLYMPIC P DR NW,504,Downtown,M,33.7687,-84.39239
ROBBERY-RESIDENCE,192360244,8/24/2019,2453 CORONET WAY NW,201,,C,33.8209,-84.44958
ROBBERY-PEDESTRIAN,192361003,8/24/2019,300 AUBURN AVE NE,604,Sweet Auburn,M,33.7556,-84.37776
BURGLARY-RESIDENCE,192360852,8/24/2019,559 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76377,-84.36893
BURGLARY-RESIDENCE,192361166,8/24/2019,105 HILLSIDE AVE SE,307,Lakewood Heights,Y,33.70386,-84.38487
BURGLARY-RESIDENCE,192360746,8/24/2019,3700 BAKERS FERRY RD SW,407,Wisteria Gardens,H,33.76014,-84.51058
BURGLARY-RESIDENCE,192360047,8/24/2019,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079
BURGLARY-RESIDENCE,192361758,8/24/2019,2909 CAMPBELLTON RD SW,409,Southwest,R,33.69869,-84.48265
BURGLARY-RESIDENCE,192360337,8/24/2019,2453 CORONET WAY NW,201,,C,33.8209,-84.44958
BURGLARY-RESIDENCE,192361727,8/24/2019,670 DEKALB AVE SE,602,Inman Park,N,33.7532,-84.36547
BURGLARY-RESIDENCE,192360811,8/24/2019,2874 GRAND AVE SW,311,Hammond Park,X,33.67636,-84.40158
BURGLARY-RESIDENCE,192361049,8/24/2019,555 IRA ST SW,303,Mechanicsville,V,33.73944,-84.40011
BURGLARY-RESIDENCE,192361824,8/24/2019,1202 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.74678,-84.31706
AGG ASSAULT,192360925,8/24/2019,101 HAMILTON E HOLMES DR NW,108,Westhaven,I,33.75558,-84.46807
AGG ASSAULT,192360294,8/24/2019,859 OAK ST NW,109,Center Hill,J,33.77861,-84.46302
AGG ASSAULT,192360288,8/24/2019,369 MCDANIEL ST SW,101,The Villages at Castleberry Hill,T,33.74505,-84.40523
AGG ASSAULT,192360365,8/24/2019,BUFORD HWY CONN/ I-85 SOUTHBOUND ,212,Pine Hills,B,33.82304,-84.35711
AGG ASSAULT,192360673,8/24/2019,777 MEMORIAL DR SE,606,Reynoldstown,N,33.74654,-84.36136
AGG ASSAULT,192360966,8/24/2019,1104 OAKLAND DR SW,403,Oakland City,S,33.72484,-84.42711
AGG ASSAULT,192360641,8/24/2019,1304 BOULEVARD SE,607,Benteen Park,W,33.71944,-84.36809
AGG ASSAULT,192362358,8/24/2019,245 MEMORIAL DR SE,605,Grant Park,W,33.74677,-84.37969
AGG ASSAULT,192350936,8/23/2019,1123 LAWTON PL SW,402,West End,T,33.73693,-84.42462
BURGLARY-RESIDENCE,192352300,8/23/2019,2657 OLDKNOW DR NW,112,Collier Heights,I,33.77203,-84.47451
BURGLARY-RESIDENCE,192351359,8/23/2019,1201 WESTVIEW DR SW,104,Ashview Heights,T,33.74749,-84.42692
BURGLARY-RESIDENCE,192351339,8/23/2019,888 ROCK ST NW,102,Vine City,L,33.76213,-84.41667
AGG ASSAULT,192350096,8/23/2019,901 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73814,-84.41729
AGG ASSAULT,192352447,8/23/2019,460 SAWTELL AVE SE,307,Lakewood Heights,Y,33.70897,-84.37496
ROBBERY-PEDESTRIAN,192351388,8/23/2019,1880 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70307,-84.40772
ROBBERY-COMMERCIAL,192351341,8/23/2019,3 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.75459,-84.41766
AGG ASSAULT,192350532,8/23/2019,572 CASANOVA ST SE,305,Chosewood Park,Y,33.71641,-84.36915
BURGLARY-NONRES,192351337,8/23/2019,2674 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70209,-84.47568
BURGLARY-NONRES,192350587,8/23/2019,259 RICHARDSON ST SW,303,Mechanicsville,V,33.74116,-84.39741
LARCENY-NON VEHICLE,192350355,8/23/2019,225 PEACHTREE ST NE,509,Downtown,M,33.75168,-84.38198
LARCENY-NON VEHICLE,192351022,8/23/2019,186 MOURY AVE SW,305,The Villages at Carver,Y,33.71439,-84.39156
LARCENY-NON VEHICLE,192351796,8/23/2019,1275 CAROLINE ST @  TARGET,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,192352087,8/23/2019,3167 PEACHTREE RD NE,206,Buckhead Village,B,33.84083,-84.37587
LARCENY-NON VEHICLE,192351324,8/23/2019,490 WHITEHALL ST SW,507,Castleberry Hill,M,33.74348,-84.40341
LARCENY-NON VEHICLE,192350866,8/23/2019,2325 CHESHIRE BRIDGE RD NE ,212,Lindridge/Martin Manor,F,33.81866,-84.34906
LARCENY-NON VEHICLE,192350988,8/23/2019,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,192351045,8/23/2019,160 ANREW YOUNG INTERNATIONAL BLVD,508,Downtown,M,33.75963,-84.39297
LARCENY-NON VEHICLE,192350978,8/23/2019,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258
LARCENY-NON VEHICLE,192351170,8/23/2019,226 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73675,-84.39489
LARCENY-NON VEHICLE,192350780,8/23/2019,556 NORTHSIDE DR SW,303,Pittsburgh,V,33.74007,-84.40778
LARCENY-FROM VEHICLE,192351376,8/23/2019,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82236,-84.35173
LARCENY-FROM VEHICLE,192351420,8/23/2019,2685 METROPOLITAN PKWY SW,311,Perkerson,X,33.68128,-84.4077
LARCENY-FROM VEHICLE,192351489,8/23/2019,1473 FAIRVIEW RD NE,608,Druid Hills,N,33.77219,-84.33904
LARCENY-FROM VEHICLE,192351495,8/23/2019,2 PEACHTREE ST SW,511,Downtown,M,33.75409,-84.39054
LARCENY-FROM VEHICLE,192351541,8/23/2019,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,192351155,8/23/2019,1341 COLLIER RD NW,204,Underwood Hills,D,33.81154,-84.43164
LARCENY-FROM VEHICLE,192352180,8/23/2019,215 NORTH AVE NE @SAVANNAH MIDTOWN,603,Old Fourth Ward,M,33.7706,-84.38034
LARCENY-FROM VEHICLE,192350828,8/23/2019,2611 SPRINGDALE RD SW,309,Perkerson,X,33.68326,-84.41554
LARCENY-FROM VEHICLE,192351152,8/23/2019,3143 VERDUN DR NW,205,Argonne Forest,C,33.84033,-84.4054
LARCENY-FROM VEHICLE,192350394,8/23/2019,955 JUNIPER ST NE,503,Midtown,E,33.78063,-84.38207
LARCENY-FROM VEHICLE,192352556,8/23/2019,1015 EDGEWOOD AVE NE,602,Inman Park,N,33.75678,-84.35438
