UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
AUTO THEFT,090211252,01/21/2009,156 FORSYTH ST SW,508,Downtown,M,33.75055,-84.39517,
AUTO THEFT,090211798,01/21/2009,62 PONCE DE LEON AVE NE,503,Midtown,E,33.77234,-84.38556,
AUTO THEFT,090210329,01/21/2009,1101 DECKNER AVE SW,311,Sylvan Hills,X,33.71414,-84.42421,
AUTO THEFT,090200841,01/20/2009,675 W PEACHTREE ST NE,503,Midtown,E,33.773,-84.38723,
AUTO THEFT,090201769,01/20/2009,446 BECKWITH CT,102,Atlanta University Center,T,33.75297,-84.40436,
AUTO THEFT,090201831,01/20/2009,585 WELLS ST SW,301,Pittsburgh,V,33.74023,-84.40742,
AUTO THEFT,090201865,01/20/2009,200 BUENA VISTA AVE SW,301,Mechanicsville,V,33.72968,-84.39459,
AUTO THEFT,090200266,01/20/2009,2775 VINEYARDS DR SE,309,Rosedale Heights,Z,33.67935,-84.3708,
AUTO THEFT,090200383,01/20/2009,2055 JONES RD NW,109,Collier Heights,I,33.77431,-84.49484,
AUTO THEFT,090200525,01/20/2009,779 PENN AVE NE,503,Midtown,E,33.77593,-84.3786,
AUTO THEFT,090200280,01/20/2009,187 MOURY AVE SW,305,The Villages at Carver,Y,33.71449,-84.39138,
AUTO THEFT,090200360,01/20/2009,2 BLANCHE ST NW,105,Grove Park,J,33.7716,-84.44474,
AUTO THEFT,090200345,01/20/2009,1191 DANNER ST SE,609,Woodland Hills,W,33.72212,-84.3526,
AUTO THEFT,090201349,01/20/2009,547 MCAFEE ST NW,506,Downtown,M,33.76632,-84.39446,
AUTO THEFT,090201053,01/20/2009,3041 PIEDMONT RD NE,206,Peachtree Park,B,33.83819,-84.36805,
LARCENY-NON VEHICLE,090200807,01/20/2009,2685 METROPOLITAN PKWY SW,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090200642,01/20/2009,2095 CASCADE RD SW,403,Cascade Avenue/Road,S,33.72159,-84.45631,
LARCENY-NON VEHICLE,090200964,01/20/2009,2893 PEACHTREE RD,206,Garden Hills,B,33.83392,-84.38245,
LARCENY-NON VEHICLE,090200075,01/20/2009,454 GIFT AVE SE,609,Ormewood Park,W,33.74168,-84.35329,
LARCENY-NON VEHICLE,090200732,01/20/2009,1164 ALTA AVE NE,604,Inman Park,N,33.76084,-84.34997,
LARCENY-NON VEHICLE,090200955,01/20/2009,492 HAROLD AVE NE,605,Lake Claire,N,33.76762,-84.33094,
LARCENY-NON VEHICLE,090201493,01/20/2009,1072 CASCADE RD SW,403,Cascade Avenue/Road,S,33.72605,-84.44581,
LARCENY-NON VEHICLE,090200714,01/20/2009,617 ELINOR PL NW,102,Grove Park,J,33.77178,-84.43589,
LARCENY-NON VEHICLE,090200968,01/20/2009,360 THOMASVILLE BLVD SE,611,Thomasville Heights,Z,33.70614,-84.35712,
LARCENY-NON VEHICLE,090201013,01/20/2009,JUNIPER ST NE / NORTH AVE NE,503,Downtown,M,33.77128,-84.38344,
LARCENY-FROM VEHICLE,090200490,01/20/2009,269 MATHEWS AVE NE;,605,Lake Claire,N,33.76149,-84.32679,
LARCENY-FROM VEHICLE,090200759,01/20/2009,830 JEFFERSON ST NW,102,English Avenue,L,33.77545,-84.41585,
LARCENY-FROM VEHICLE,090200873,01/20/2009,374 MAYNARD TER SE,610,East Atlanta,W,33.74385,-84.33399,
LARCENY-FROM VEHICLE,090200696,01/20/2009,465 MEMORIAL DR SE,304,Grant Park,W,33.74651,-84.37221,
LARCENY-FROM VEHICLE,090200624,01/20/2009,480 JOHN WESLEY DOBBS AVE NE,511,Old Fourth Ward,M,33.75961,-84.37127,
LARCENY-FROM VEHICLE,090201054,01/20/2009,111 CONE ST NW,506,Downtown,M,33.75758,-84.39034,
LARCENY-FROM VEHICLE,090200380,01/20/2009,2609 LINDA LANE,307,Browns Mill Park,Z,33.68386,-84.38268,
LARCENY-FROM VEHICLE,090200473,01/20/2009,1235 ALMONT DR SW,403,Oakland City,S,33.72609,-84.42825,
LARCENY-FROM VEHICLE,090200483,01/20/2009,1422 CHATTAHOOCHEE AVE NW,209,Hills Park,D,33.80672,-84.43462,
LARCENY-NON VEHICLE,090201285,01/20/2009,49 BOULEVARD SE,510,Sweet Auburn,M,33.75253,-84.3721,
LARCENY-NON VEHICLE,090208026,01/20/2009,PRECINCT @6000 N TERMINAL PKWY,703,,,33.64184,-84.4477,
LARCENY-FROM VEHICLE,090201688,01/20/2009,1095 STATE ST NW,501,Home Park,E,33.78474,-84.39849,
LARCENY-FROM VEHICLE,090201670,01/20/2009,472 WILSON MILL RD SW,413,Wilson Mill Meadows,H,33.74914,-84.51661,
LARCENY-FROM VEHICLE,090201689,01/20/2009,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,203,North Buckhead,B,33.84911,-84.37075,
LARCENY-FROM VEHICLE,090201702,01/20/2009,560 CLEBURNE TER NE;,604,Poncey-Highland,N,33.76955,-84.35389,
LARCENY-FROM VEHICLE,090201665,01/20/2009,602 N HIGHLAND AVE NE;,604,Poncey-Highland,N,33.77107,-84.35252,
LARCENY-FROM VEHICLE,090200146,01/20/2009,118 WALTON ST NW;,506,Downtown,M,33.75737,-84.3919,
LARCENY-FROM VEHICLE,090200060,01/20/2009,41 JESSE HILL JR DR NE,509,Downtown,M,33.75578,-84.38013,
LARCENY-FROM VEHICLE,090201606,01/20/2009,1593 HUBERT ST,209,Blandtown,D,33.7991,-84.42381,
LARCENY-FROM VEHICLE,090201232,01/20/2009,2220 CAMPBELLTON RD SW,408,Campbellton Road,R,33.7044,-84.46144,
LARCENY-FROM VEHICLE,090201773,01/20/2009,931 MONROE DRIVE,504,Midtown,E,33.78174,-84.36869,
LARCENY-FROM VEHICLE,090201732,01/20/2009,49 BOULEVARD SE,510,Sweet Auburn,M,33.75275,-84.37186,
LARCENY-FROM VEHICLE,090201567,01/20/2009,1089 NORTH HIGHLAND AVE,604,Poncey-Highland,N,33.77107,-84.35252,
LARCENY-FROM VEHICLE,090201582,01/20/2009,3167 PEACHTREE RD NE,205,Buckhead Village,B,33.84031,-84.37588,
LARCENY-FROM VEHICLE,090201399,01/20/2009,80 JESSE HILL JR DR SE @GRADY,509,Downtown,M,33.75168,-84.38198,
LARCENY-FROM VEHICLE,090201517,01/20/2009,1191 OAKLAND LN SW,403,Oakland City,S,33.71965,-84.42716,
LARCENY-FROM VEHICLE,090201090,01/20/2009,221 PEACHTREE CENTER AVE NE ; 6TH LEVEL,507,Downtown,M,33.76045,-84.38556,
LARCENY-FROM VEHICLE,090200882,01/20/2009,832 N HIGHLAND AVE NE,604,Virginia Highland,F,33.77733,-84.35264,
LARCENY-NON VEHICLE,090200128,01/20/2009,2685 METROPOLITAN PKWY SW;KROGER,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090200230,01/20/2009,2685 METROPOLITAN PKWY SW;,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090201548,01/20/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80448,-84.41348,
BURGLARY-RESIDENCE,090201780,01/20/2009,8 VANIRA AVE SE,302,Peoplestown,V,33.72951,-84.38755,
BURGLARY-RESIDENCE,090201084,01/20/2009,350 JOESEPH E LOWERY,102,Bankhead,K,33.76416,-84.41774,
BURGLARY-RESIDENCE,090200428,01/20/2009,2591 ETHERIDGE DR NW,106,Carey Park,G,33.7881,-84.47292,
BURGLARY-RESIDENCE,090201572,01/20/2009,783 MERCER ST SE,304,Grant Park,W,33.73528,-84.36177,
BURGLARY-RESIDENCE,090201558,01/20/2009,803 FIELD ST SE,606,Reynoldstown,N,33.75161,-84.36023,
LARCENY-NON VEHICLE,090201000,01/20/2009,461 PONCE DE LEON AVE,505,Midtown,M,33.77367,-84.37088,
LARCENY-NON VEHICLE,090201579,01/20/2009,2685 METROPOLITAN PKWY SW,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090201733,01/20/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,090201757,01/20/2009,2685 METROPOLITAN PKWY SW,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090201669,01/20/2009,725 PONCE DE LEON AVE NE,604,Poncey-Highland,N,33.77343,-84.36351,
LARCENY-NON VEHICLE,090201334,01/20/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84676,-84.36212,
BURGLARY-RESIDENCE,090201449,01/20/2009,199 DOUGLAS ST SE,608,Kirkwood,O,33.74759,-84.31984,
BURGLARY-RESIDENCE,090201424,01/20/2009,2436 MAIN ST NW,108,Scotts Crossing,G,33.80338,-84.46794,
BURGLARY-RESIDENCE,090201521,01/20/2009,2171 BEECHER RD SW,411,Beecher Hills,I,33.73169,-84.46011,
BURGLARY-RESIDENCE,090201327,01/20/2009,1227 EPWORTH ST SW,406,Venetian Hills,S,33.72155,-84.43106,
BURGLARY-RESIDENCE,090201577,01/20/2009,611 JOHN WESLEY DOBBS AVE NE,511,Old Fourth Ward,M,33.75933,-84.36721,
BURGLARY-RESIDENCE,090201643,01/20/2009,1184 HENRY THOMAS DR SE,611,Thomasville Heights,Z,33.7059,-84.35072,
BURGLARY-RESIDENCE,090201646,01/20/2009,2162 OAKVIEW RD SE,607,Kirkwood,O,33.74978,-84.31685,
BURGLARY-RESIDENCE,090200792,01/20/2009,1605 JONESBORO RD SE,305,Lakewood Heights,Y,33.70833,-84.38116,
BURGLARY-RESIDENCE,090201709,01/20/2009,490 GLENN ST SW,301,Mechanicsville,V,33.73805,-84.40262,
BURGLARY-RESIDENCE,090200268,01/20/2009,590 WAYNES CT SE,310,South River Gardens,Z,33.67032,-84.3692,
BURGLARY-RESIDENCE,090200996,01/20/2009,3120 GLENROSE CT SW,309,Glenrose Heights,Z,33.66974,-84.39173,
BURGLARY-RESIDENCE,090200950,01/20/2009,1309 PARK AVE SE,305,Chosewood Park,Y,33.71897,-84.3707,
BURGLARY-RESIDENCE,090200785,01/20/2009,2033 RIDGEDALE RD NE,607,Kirkwood,O,33.75317,-84.32103,
BURGLARY-RESIDENCE,090200006,01/20/2009,864 VERA ST SE,609,Ormewood Park,W,33.73477,-84.35932,
BURGLARY-RESIDENCE,090200007,01/20/2009,3215 CUSHMAN CIR SW,412,,I,33.749,-84.4927,
BURGLARY-RESIDENCE,090200819,01/20/2009,2410 MAXWELL DR SW,408,Greenbriar,R,33.69199,-84.48273,
BURGLARY-NONRES,090201191,01/20/2009,1061 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73836,-84.42263,
BURGLARY-NONRES,090200747,01/20/2009,188 14TH ST,504,Midtown,E,33.78663,-84.38139,
BURGLARY-NONRES,090200717,01/20/2009,1192 PRYOR ST SW,303,Peoplestown,V,33.72287,-84.3928,
BURGLARY-NONRES,090200332,01/20/2009,1625 MARTIN L KING JR DR SW @F L STANTON ELEMENT,103,Mozley Park,K,33.75344,-84.44213,
BURGLARY-NONRES,090200831,01/20/2009,3180 PEACHTREE RD NE,205,Buckhead Forest,B,33.84183,-84.3759,
BURGLARY-NONRES,090200066,01/20/2009,4511 CAMPBELLTON RD SW;,409,,P,33.69625,-84.53567,
AGG ASSAULT,090201188,01/20/2009,420 THOMASVILLE BLVD SE,611,Thomasville Heights,Z,33.70609,-84.35842,
AGG ASSAULT,090201295,01/20/2009,430 CENTENNIAL OLYMPIC P DR NW,506,Downtown,M,33.76635,-84.39239,
AGG ASSAULT,090208059,01/20/2009,GATE E28 @12700 SPINE RD ;RAMP,703,,,33.64214,-84.42643,
AGG ASSAULT,090191555,01/20/2009,1220 GUN CLUB RD NW,106,Almond Park,G,33.78752,-84.45789,
AGG ASSAULT,090201848,01/20/2009,3843 JONESBORO RD SE,310,South River Gardens,Z,33.64933,-84.36635,
ROBBERY-PEDESTRIAN,090201421,01/20/2009,495 MORELAND AVE SE;CHECK CASHING,609,Ormewood Park,W,33.74062,-84.34966,
ROBBERY-COMMERCIAL,090201215,01/20/2009,50 MORELAND AVE SE,607,Edgewood,O,33.75219,-84.34888,
ROBBERY-PEDESTRIAN,090200312,01/20/2009,58 CERRO ST,103,Hunter Hills,K,33.75359,-84.42978,
ROBBERY-PEDESTRIAN,090200319,01/20/2009,N GRAND AVE NW / HOLLYWOOD RD NW,106,Almond Park,G,33.78305,-84.45893,
AGG ASSAULT,090200487,01/20/2009,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
AGG ASSAULT,090191620,01/20/2009,50 MOUNT ZION RD SW,309,Glenrose Heights,Z,33.66982,-84.38995,
AGG ASSAULT,090200810,01/20/2009,181 BURBANK DR SW,103,Hunter Hills,K,33.7601,-84.42915,
AGG ASSAULT,090201751,01/20/2009,2656 DONALD LEE HOLLOWELL PKWY NW,109,Collier Heights,I,33.77619,-84.47402,
AGG ASSAULT,090201539,01/20/2009,2798 PEEK ROAD,109,Collier Heights,I,33.77759,-84.4812,
ROBBERY-RESIDENCE,090200027,01/20/2009,1700 BRAEBURN DR SE,610,East Atlanta,W,33.73525,-84.33215,
ROBBERY-RESIDENCE,090191520,01/19/2009,565 GREENSFERRY AVE SW,107,The Villages at Castleberry Hill,T,33.74651,-84.40675,
ROBBERY-PEDESTRIAN,090190804,01/19/2009,1459 BENTEEN AVE SE,609,Benteen Park,W,33.71436,-84.36695,
ROBBERY-PEDESTRIAN,090191039,01/19/2009,1677 RICHMOND AVE SE,306,Lakewood Heights,Y,33.70847,-84.37902,
ROBBERY-PEDESTRIAN,090191098,01/19/2009,2275 JOSEPH E BOONE BLVD NW,104,Center Hill,J,33.76632,-84.46151,
ROBBERY-PEDESTRIAN,090191537,01/19/2009,2186 LENOX RD,601,Lindridge/Martin Manor,F,33.81443,-84.35224,
ROBBERY-PEDESTRIAN,090190035,01/19/2009,3330 MARTIN L KING JR DR SW,413,Adamsville,H,33.75392,-84.49736,
ROBBERY-PEDESTRIAN,090191274,01/19/2009,1150 ASTOR AVE SW,311,Sylvan Hills,X,33.70137,-84.42678,
ROBBERY-PEDESTRIAN,090191286,01/19/2009,4617 TUCSON TRL SW,410,Arlington Estates,P,33.69006,-84.53887,
ROBBERY-PEDESTRIAN,090191381,01/19/2009,50 MOUNT ZION RD SW,309,Glenrose Heights,Z,33.67273,-84.39067,
BURGLARY-NONRES,090190725,01/19/2009,480 CONNALLY ST SE,304,Grant Park,W,33.74144,-84.38136,
BURGLARY-NONRES,090190652,01/19/2009,350 TEMPLE ST NW,102,Bankhead,K,33.76413,-84.42255,
BURGLARY-NONRES,090190528,01/19/2009,625 JOSEPH E LOWERY BLVD NW,111,English Avenue,L,33.77187,-84.41726,
BURGLARY-NONRES,090190386,01/19/2009,191 14TH ST NW,501,Home Park,E,33.7867,-84.39347,
BURGLARY-NONRES,090191246,01/19/2009,800 PEACHTREE ST,503,Midtown,E,33.77615,-84.38453,
BURGLARY-RESIDENCE,090191515,01/19/2009,2301 VENETIAN DR SW,407,Adams Park,R,33.7175,-84.46395,
BURGLARY-RESIDENCE,090191472,01/19/2009,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
BURGLARY-RESIDENCE,090191317,01/19/2009,779 CONFEDERATE AVE SE,304,Grant Park,W,33.73313,-84.36504,
BURGLARY-RESIDENCE,090190733,01/19/2009,1038 BRAEMAR AVE SW,411,East Ardley Road,I,33.72786,-84.49506,
BURGLARY-RESIDENCE,090190911,01/19/2009,851 DONALD LEE HOLLOWELL PKWY NW,102,English Avenue,L,33.77322,-84.41529,
BURGLARY-RESIDENCE,090190827,01/19/2009,1321 AVON AVE SW,403,Oakland City,S,33.72259,-84.43126,
BURGLARY-RESIDENCE,090190926,01/19/2009,84 ROCKY FORD RD NE,607,Kirkwood,O,33.75411,-84.31641,
BURGLARY-RESIDENCE,090190723,01/19/2009,1967 MCLENDON AVE NE,605,Lake Claire,N,33.76441,-84.32319,
BURGLARY-RESIDENCE,090191224,01/19/2009,455 FULTON STREET SW,301,Mechanicsville,V,33.74173,-84.40283,
BURGLARY-RESIDENCE,090191209,01/19/2009,152 MURRAY HILL AVE NE,607,Kirkwood,O,33.7566,-84.31614,
BURGLARY-RESIDENCE,090190979,01/19/2009,3119 LATONA DR SW,309,Glenrose Heights,Z,33.66956,-84.39589,
BURGLARY-RESIDENCE,090191042,01/19/2009,126 ADAIR AVE SE;,306,Lakewood Heights,Y,33.70639,-84.38405,
BURGLARY-RESIDENCE,090190621,01/19/2009,1982 LOIS PL NW,106,Grove Park,J,33.78399,-84.45335,
BURGLARY-RESIDENCE,090190557,01/19/2009,25 BRADLEY ST SE,511,Old Fourth Ward,M,33.75351,-84.36894,
BURGLARY-RESIDENCE,090190256,01/19/2009,2640 MARTIN L KING JR DR SW,412,Harland Terrace,I,33.75381,-84.47425,
BURGLARY-RESIDENCE,090190123,01/19/2009,1608 OLYMPIAN CIR SW,402,Westview,T,33.73534,-84.44089,
BURGLARY-RESIDENCE,090190090,01/19/2009,250 11TH ST NE,504,Midtown,E,33.78268,-84.37926,
LARCENY-NON VEHICLE,090191174,01/19/2009,845 OAK ST SW,401,West End,T,33.74074,-84.41578,
LARCENY-NON VEHICLE,090191402,01/19/2009,230 CLEVELAND AVE,309,Rosedale Heights,Z,33.68075,-84.38217,
LARCENY-NON VEHICLE,090190984,01/19/2009,3885 JONESBORO RD SE,310,South River Gardens,Z,33.64883,-84.36584,
LARCENY-NON VEHICLE,090191033,01/19/2009,2275 MARIETTA BLVD NW,208,,C,33.81879,-84.44967,
LARCENY-NON VEHICLE,090190799,01/19/2009,1001 PONCE DE LEON AVE NE,604,Poncey-Highland,N,33.7734,-84.35467,
LARCENY-NON VEHICLE,090191021,01/19/2009,2045 DONALD LEE HOLLOWELL PKWY NW,105,Grove Park,J,33.7774,-84.45214,
BURGLARY-NONRES,090191395,01/19/2009,98 ANDERSON AVE NW @TURNER MIDDLE SCHOOL,104,Dixie Hills,J,33.75652,-84.45068,
LARCENY-NON VEHICLE,090191081,01/19/2009,725 PONCE DE LEON AVE NE,604,Poncey-Highland,N,33.77343,-84.36351,
BURGLARY-NONRES,090190389,01/19/2009,166 EDWARDS ST NW,103,Hunter Hills,K,33.75984,-84.43511,
BURGLARY-RESIDENCE,090190036,01/19/2009,1868 LAKEWOOD TER SE,306,Lakewood Heights,Y,33.703,-84.38006,
BURGLARY-RESIDENCE,090190223,01/19/2009,3550 MARTIN L KING JR DR SW,413,Adamsville,H,33.75811,-84.50389,
BURGLARY-RESIDENCE,090191523,01/19/2009,970 HIGHTOWER RD NW,106,Carey Park,G,33.78175,-84.47429,
BURGLARY-RESIDENCE,090190352,01/19/2009,3264 WELLINGTON WALK SW,410,Princeton Lakes,P,33.66105,-84.51537,
LARCENY-NON VEHICLE,090190608,01/19/2009,1225 CAROLINE ST NE,607,Edgewood,O,33.75605,-84.34813,
LARCENY-NON VEHICLE,090191106,01/19/2009,3393 PEACHTREE RD,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090191150,01/19/2009,1133 EUCLID AVE NE,604,Inman Park,N,33.76451,-84.35,
LARCENY-FROM VEHICLE,090190803,01/19/2009,313 STOVALL ST SE,606,Reynoldstown,N,33.74581,-84.35463,
LARCENY-FROM VEHICLE,090190877,01/19/2009,1968 PEACHTREE RD NW,210,,E,33.81,-84.39583,
LARCENY-FROM VEHICLE,090190940,01/19/2009,1847 MADRONA ST,105,Grove Park,J,33.77135,-84.44744,
LARCENY-FROM VEHICLE,090191007,01/19/2009,1700 NORTHSIDE DR NW,208,Berkeley Park,D,33.80121,-84.40791,
LARCENY-FROM VEHICLE,090190779,01/19/2009,573 EDGEWOOD AVE SE,511,Old Fourth Ward,M,33.75409,-84.36863,
LARCENY-FROM VEHICLE,090190975,01/19/2009,842 PEACHTREE ST NE,503,Midtown,E,33.77756,-84.38482,
LARCENY-FROM VEHICLE,090181613,01/19/2009,371 SUNSET AVE NW,111,English Avenue,L,33.76479,-84.40979,
LARCENY-FROM VEHICLE,090181636,01/19/2009,445 HEMLOCK CIR SE,609,Ormewood Park,W,33.74205,-84.35129,
LARCENY-FROM VEHICLE,090190548,01/19/2009,2000 FLAT SHOALS RD SE,610,East Atlanta,W,33.726,-84.32204,
LARCENY-FROM VEHICLE,090190586,01/19/2009,3424 PEACHTREE RD NE,203,North Buckhead,B,33.85016,-84.36249,
LARCENY-FROM VEHICLE,090190615,01/19/2009,221 PEACHTREE CENTER AVE NE,507,Downtown,M,33.7606,-84.38593,
LARCENY-FROM VEHICLE,090190416,01/19/2009,806 NORTHSIDE DR NW,501,Marietta Street Artery,E,33.77633,-84.40708,
LARCENY-FROM VEHICLE,090190314,01/19/2009,425 CLIFTON ST SE,610,East Atlanta,W,33.74222,-84.33242,
LARCENY-FROM VEHICLE,090191167,01/19/2009,303 PARKWAY DR NE,510,Old Fourth Ward,M,33.76286,-84.37405,
LARCENY-FROM VEHICLE,090191118,01/19/2009,1257 MORELAND AVE SE;,609,Woodland Hills,W,33.72011,-84.35048,
LARCENY-FROM VEHICLE,090191349,01/19/2009,1385 JOSEPH E BOONE BLVD NW,105,Grove Park,J,33.76382,-84.43313,
LARCENY-FROM VEHICLE,090191184,01/19/2009,152 NASSAU ST NW,506,Downtown,M,33.75843,-84.39219,
LARCENY-FROM VEHICLE,090190661,01/19/2009,50 - 13TH ST NW,502,Midtown,E,33.78562,-84.38824,
LARCENY-FROM VEHICLE,090190549,01/19/2009,959 PALMETTO AVE SW,107,Ashview Heights,T,33.75196,-84.41901,
LARCENY-FROM VEHICLE,090190326,01/19/2009,41 CLAY ST NE,607,Kirkwood,O,33.75465,-84.33015,
LARCENY-FROM VEHICLE,090190531,01/19/2009,EDGEHILL AVE NW / HOWELL MILL RD NW,501,Home Park,E,33.78201,-84.41137,
LARCENY-FROM VEHICLE,090191290,01/19/2009,3771 ROSWELL RD NE,203,North Buckhead,B,33.8575,-84.38159,
LARCENY-FROM VEHICLE,090190722,01/19/2009,WILLIAMS ST NW / SIMPSON ST NW,507,Downtown,M,33.76329,-84.39054,
LARCENY-NON VEHICLE,090190989,01/19/2009,1225 CAROLINE ST NE,607,Edgewood,O,33.75832,-84.34788,
LARCENY-NON VEHICLE,090190708,01/19/2009,395 FULTON ST,301,Mechanicsville,V,33.74218,-84.4009,
LARCENY-NON VEHICLE,090190945,01/19/2009,1089 MONROE DR NE,603,Virginia Highland,F,33.7844,-84.36754,
LARCENY-FROM VEHICLE,090191220,01/19/2009,929 DREWRY ST NE,603,Virginia Highland,F,33.77793,-84.35688,
LARCENY-FROM VEHICLE,090190682,01/19/2009,1001 PIEDMONT AVE,502,Downtown,M,33.75735,-84.38211,
LARCENY-FROM VEHICLE,090190947,01/19/2009,1455 ELLSWORTH INDUSTRIAL BLVD NW,209,Blandtown,D,33.79579,-84.42575,
LARCENY-FROM VEHICLE,090190744,01/19/2009,39 ELLIS ST NE,509,Downtown,M,33.75879,-84.3864,
LARCENY-FROM VEHICLE,090190558,01/19/2009,263 PETERS ST SW,508,Castleberry Hill,M,33.74732,-84.40198,
LARCENY-FROM VEHICLE,090190628,01/19/2009,500 MCDANIEL ST,301,Mechanicsville,V,33.74121,-84.40268,
LARCENY-FROM VEHICLE,090190665,01/19/2009,198 JOHN HOPE DR SW,107,The Villages at Castleberry Hill,T,33.74948,-84.41032,
LARCENY-FROM VEHICLE,090190026,01/19/2009,721 JONES AVE NW,111,English Avenue,L,33.76451,-84.41101,
LARCENY-NON VEHICLE,090191334,01/19/2009,265 PEACHTREE CENTER AVE NE,507,Downtown,M,33.76161,-84.38592,
LARCENY-NON VEHICLE,090191148,01/19/2009,3498 DALE LN SW,409,Meadowbrook Forest,P,33.6938,-84.50379,
LARCENY-NON VEHICLE,090191142,01/19/2009,3355 LENOX RD NE,204,Lenox,B,33.84653,-84.35912,
AUTO THEFT,090190448,01/19/2009,209 LAKESIDE VILLAGE DR SE,608,The Villages at East Lake,O,33.74456,-84.31649,
AUTO THEFT,090190683,01/19/2009,2345 CHESHIRE BRIDGE RD NE,601,Lindridge/Martin Manor,F,33.81843,-84.35165,
AUTO THEFT,090190425,01/19/2009,2645 WHITING ST NW,106,Center Hill,J,33.77959,-84.47394,
AUTO THEFT,090190730,01/19/2009,3041 LANDRUM DR SW,407,Southwest,R,33.70649,-84.48782,
AUTO THEFT,090190937,01/19/2009,120 NORTH AVE NW,506,Downtown,M,33.7712,-84.39134,
AUTO THEFT,090191137,01/19/2009,126 GREENHAVEN DR SE,608,The Villages at East Lake,O,33.74132,-84.31356,
AUTO THEFT,090190252,01/19/2009,1730 BREWER BLVD SW,311,Sylvan Hills,X,33.70754,-84.41545,
AUTO THEFT,090190293,01/19/2009,2746 VINEYARDS DR SE,309,Rosedale Heights,Z,33.67969,-84.36906,
AUTO THEFT,090191461,01/19/2009,STONEWALL ST SW / WALKER ST SW,508,Castleberry Hill,M,33.74949,-84.40161,
AUTO THEFT,090191375,01/19/2009,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,408,Greenbriar,R,33.68845,-84.49328,
AUTO THEFT,090190611,01/19/2009,1585 OLYMPIAN CIR SW,402,Westview,T,33.7355,-84.43964,
AUTO THEFT,090190959,01/19/2009,755 HANK AARON DR SW @TURNER FIELD,302,Summerhill,V,33.73624,-84.389,
AUTO THEFT,090191129,01/19/2009,26 INMAN CIR NE,504,Ansley Park,E,33.79218,-84.38222,
AUTO THEFT,090181547,01/18/2009,1109 HUBBARD ST SW,303,Pittsburgh,V,33.72471,-84.40252,
AUTO THEFT,090181426,01/18/2009,1209 HOSEA L WILLIAMS DR SE,607,Edgewood,O,33.75312,-84.34795,
AUTO THEFT,090180441,01/18/2009,1249 HARTFORD AVE SW,312,Capitol View,X,33.72079,-84.41707,
AUTO THEFT,090180516,01/18/2009,784 PONCE DE LEON PL NE,603,Virginia Highland,F,33.77602,-84.3638,
AUTO THEFT,090180361,01/18/2009,1450 BEATIE AVE SW,312,Capitol View,X,33.71529,-84.41066,
AUTO THEFT,090180309,01/18/2009,446 PAINES AVE NW,111,English Avenue,L,33.76684,-84.41484,
AUTO THEFT,090180145,01/18/2009,525 MARTIN ST SE,302,Summerhill,V,33.74021,-84.38423,
AUTO THEFT,090180566,01/18/2009,864 MYRTLE ST,503,Old Fourth Ward,M,33.76866,-84.37904,
AUTO THEFT,090181209,01/18/2009,COURTLAND ST NE / JOHN WESLEY DOBBS AVE NE,509,Downtown,M,33.75712,-84.38424,
AUTO THEFT,090180906,01/18/2009,711 DELMAR AVE SE,304,Grant Park,W,33.73191,-84.36406,
AUTO THEFT,090180837,01/18/2009,1033 HOLLYWOOD RD NW,106,Almond Park,G,33.78308,-84.45882,
AUTO THEFT,090180489,01/18/2009,2206 BOLTON DR NW,209,Bolton,D,33.81614,-84.44236,
AUTO THEFT,090180584,01/18/2009,1620 HOLLYWOOD RD NW,108,Scotts Crossing,G,33.79988,-84.47023,
AUTO THEFT,090180578,01/18/2009,311 SCOTT ST SW,412,,I,33.74956,-84.49595,
AUTO THEFT,090180624,01/18/2009,1315 FOREST LAKES AVE SE,608,The Villages at East Lake,O,33.74354,-84.31304,
AUTO THEFT,090180764,01/18/2009,COURTLAND ST NE / HARRIS ST NE,507,Downtown,M,33.76051,-84.38429,
AUTO THEFT,090180593,01/18/2009,960 CONSTITUTION RD SE,611,Norwood Manor,Z,33.69307,-84.35805,
AUTO THEFT,090181556,01/18/2009,2935 LINKS DR SE,608,The Villages at East Lake,O,33.74462,-84.31162,
AUTO THEFT,090180582,01/18/2009,391 OAK DR SE,309,Glenrose Heights,Z,33.66741,-84.381,
AUTO THEFT,090181537,01/18/2009,862 MARTIN ST SE,302,Peoplestown,V,33.7311,-84.38408,
